x-axis,2
second,Volt
+175.90000E-06,+0.0E+00
+175.95000E-06,+0.0E+00
+176.00000E-06,+0.0E+00
+176.05000E-06,+156.25000000E-03
+176.10000E-06,+0.0E+00
+176.15000E-06,+0.0E+00
+176.20000E-06,+0.0E+00
+176.25000E-06,+0.0E+00
+176.30000E-06,+0.0E+00
+176.35000E-06,+0.0E+00
+176.40000E-06,+156.25000000E-03
+176.45000E-06,-156.25000000E-03
+176.50000E-06,+156.25000000E-03
+176.55000E-06,+0.0E+00
+176.60000E-06,+156.25000000E-03
+176.65000E-06,-156.25000000E-03
+176.70000E-06,+156.25000000E-03
+176.75000E-06,+0.0E+00
+176.80000E-06,+0.0E+00
+176.85000E-06,+156.25000000E-03
+176.90000E-06,+156.25000000E-03
+176.95000E-06,+156.25000000E-03
+177.00000E-06,+156.25000000E-03
+177.05000E-06,+0.0E+00
+177.10000E-06,+0.0E+00
+177.15000E-06,+0.0E+00
+177.20000E-06,+156.25000000E-03
+177.25000E-06,+156.25000000E-03
+177.30000E-06,+0.0E+00
+177.35000E-06,+0.0E+00
+177.40000E-06,+156.25000000E-03
+177.45000E-06,+0.0E+00
+177.50000E-06,+0.0E+00
+177.55000E-06,+0.0E+00
+177.60000E-06,+0.0E+00
+177.65000E-06,+156.25000000E-03
+177.70000E-06,+0.0E+00
+177.75000E-06,+156.25000000E-03
+177.80000E-06,+156.25000000E-03
+177.85000E-06,+156.25000000E-03
+177.90000E-06,+0.0E+00
+177.95000E-06,+156.25000000E-03
+178.00000E-06,+156.25000000E-03
+178.05000E-06,+156.25000000E-03
+178.10000E-06,+156.25000000E-03
+178.15000E-06,+0.0E+00
+178.20000E-06,+0.0E+00
+178.25000E-06,+156.25000000E-03
+178.30000E-06,+0.0E+00
+178.35000E-06,+156.25000000E-03
+178.40000E-06,+0.0E+00
+178.45000E-06,+0.0E+00
+178.50000E-06,+0.0E+00
+178.55000E-06,+156.25000000E-03
+178.60000E-06,+156.25000000E-03
+178.65000E-06,+156.25000000E-03
+178.70000E-06,+156.25000000E-03
+178.75000E-06,-0.0E+00
+178.80000E-06,-156.25000000E-03
+178.85000E-06,+0.0E+00
+178.90000E-06,+0.0E+00
+178.95000E-06,+156.25000000E-03
+179.00000E-06,+0.0E+00
+179.05000E-06,+0.0E+00
+179.10000E-06,+0.0E+00
+179.15000E-06,+0.0E+00
+179.20000E-06,+156.25000000E-03
+179.25000E-06,+0.0E+00
+179.30000E-06,+0.0E+00
+179.35000E-06,+0.0E+00
+179.40000E-06,+0.0E+00
+179.45000E-06,+156.25000000E-03
+179.50000E-06,+156.25000000E-03
+179.55000E-06,+0.0E+00
+179.60000E-06,+156.25000000E-03
+179.65000E-06,+0.0E+00
+179.70000E-06,+156.25000000E-03
+179.75000E-06,+0.0E+00
+179.80000E-06,+156.25000000E-03
+179.85000E-06,+156.25000000E-03
+179.90000E-06,+0.0E+00
+179.95000E-06,+156.25000000E-03
+180.00000E-06,+156.25000000E-03
+180.05000E-06,+0.0E+00
+180.10000E-06,+0.0E+00
+180.15000E-06,+0.0E+00
+180.20000E-06,+0.0E+00
+180.25000E-06,+0.0E+00
+180.30000E-06,+0.0E+00
+180.35000E-06,+0.0E+00
+180.40000E-06,+156.25000000E-03
+180.45000E-06,+156.25000000E-03
+180.50000E-06,+156.25000000E-03
+180.55000E-06,+0.0E+00
+180.60000E-06,+156.25000000E-03
+180.65000E-06,+156.25000000E-03
+180.70000E-06,+156.25000000E-03
+180.75000E-06,+156.25000000E-03
+180.80000E-06,+0.0E+00
+180.85000E-06,+0.0E+00
+180.90000E-06,+156.25000000E-03
+180.95000E-06,+0.0E+00
+181.00000E-06,+156.25000000E-03
+181.05000E-06,+0.0E+00
+181.10000E-06,+156.25000000E-03
+181.15000E-06,+0.0E+00
+181.20000E-06,+0.0E+00
+181.25000E-06,+156.25000000E-03
+181.30000E-06,+0.0E+00
+181.35000E-06,+156.25000000E-03
+181.40000E-06,+156.25000000E-03
+181.45000E-06,+156.25000000E-03
+181.50000E-06,+0.0E+00
+181.55000E-06,+0.0E+00
+181.60000E-06,+156.25000000E-03
+181.65000E-06,+0.0E+00
+181.70000E-06,+0.0E+00
+181.75000E-06,+156.25000000E-03
+181.80000E-06,+156.25000000E-03
+181.85000E-06,+156.25000000E-03
+181.90000E-06,+0.0E+00
+181.95000E-06,+0.0E+00
+182.00000E-06,+0.0E+00
+182.05000E-06,+156.25000000E-03
+182.10000E-06,+0.0E+00
+182.15000E-06,+0.0E+00
+182.20000E-06,+156.25000000E-03
+182.25000E-06,+156.25000000E-03
+182.30000E-06,+0.0E+00
+182.35000E-06,+0.0E+00
+182.40000E-06,+156.25000000E-03
+182.45000E-06,+0.0E+00
+182.50000E-06,+156.25000000E-03
+182.55000E-06,+0.0E+00
+182.60000E-06,+156.25000000E-03
+182.65000E-06,+0.0E+00
