x-axis,1,2
second,Volt,Volt
-2.13475000E+00,+3.74999E-03,+8.75001E-03
-2.13470000E+00,-2.50001E-03,+8.75001E-03
-2.13465000E+00,+9.99999E-03,+2.50001E-03
-2.13460000E+00,-2.50001E-03,+2.50001E-03
-2.13455000E+00,+3.74999E-03,+2.50001E-03
-2.13450000E+00,-2.50001E-03,+8.75001E-03
-2.13445000E+00,-2.50001E-03,+2.50001E-03
-2.13440000E+00,+3.74999E-03,+2.50001E-03
-2.13435000E+00,+3.74999E-03,+8.75001E-03
-2.13430000E+00,-2.50001E-03,+2.50001E-03
-2.13425000E+00,+3.74999E-03,-9.99999E-03
-2.13420000E+00,+3.74999E-03,+8.75001E-03
-2.13415000E+00,-2.50001E-03,-3.74999E-03
-2.13410000E+00,-2.50001E-03,+15.00001E-03
-2.13405000E+00,+3.74999E-03,-9.99999E-03
-2.13400000E+00,+3.74999E-03,+2.50001E-03
-2.13395000E+00,-2.50001E-03,+2.50001E-03
-2.13390000E+00,-2.50001E-03,+15.00001E-03
-2.13385000E+00,-2.50001E-03,+2.50001E-03
-2.13380000E+00,-2.50001E-03,+2.50001E-03
-2.13375000E+00,+3.74999E-03,+2.50001E-03
-2.13370000E+00,+3.74999E-03,+8.75001E-03
-2.13365000E+00,-2.50001E-03,+15.00001E-03
-2.13360000E+00,-2.50001E-03,+2.50001E-03
-2.13355000E+00,-2.50001E-03,+2.50001E-03
-2.13350000E+00,-2.50001E-03,+2.50001E-03
-2.13345000E+00,-2.50001E-03,+2.50001E-03
-2.13340000E+00,-2.50001E-03,+15.00001E-03
-2.13335000E+00,-2.50001E-03,+2.50001E-03
-2.13330000E+00,+3.74999E-03,+8.75001E-03
-2.13325000E+00,-2.50001E-03,+8.75001E-03
-2.13320000E+00,-2.50001E-03,+8.75001E-03
-2.13315000E+00,+3.74999E-03,+15.00001E-03
-2.13310000E+00,-2.50001E-03,+8.75001E-03
-2.13305000E+00,+3.74999E-03,+15.00001E-03
-2.13300000E+00,+3.74999E-03,+8.75001E-03
-2.13295000E+00,-8.75001E-03,+2.50001E-03
-2.13290000E+00,-2.50001E-03,+8.75001E-03
-2.13285000E+00,+3.74999E-03,+8.75001E-03
-2.13280000E+00,-2.50001E-03,-9.99999E-03
-2.13275000E+00,-2.50001E-03,+8.75001E-03
-2.13270000E+00,+3.74999E-03,+8.75001E-03
-2.13265000E+00,-2.50001E-03,+8.75001E-03
-2.13260000E+00,+3.74999E-03,-3.74999E-03
-2.13255000E+00,+3.74999E-03,-3.74999E-03
