x-axis,1,2
second,Volt,Volt
-115.76000E-03,-2.50001E-03,+2.50001E-03
-115.74000E-03,-2.50001E-03,-9.99999E-03
-115.72000E-03,-2.50001E-03,+15.00001E-03
-115.70000E-03,-2.50001E-03,-3.74999E-03
-115.68000E-03,-2.50001E-03,-3.74999E-03
-115.66000E-03,-2.50001E-03,+2.50001E-03
-115.64000E-03,-2.50001E-03,+2.50001E-03
-115.62000E-03,+3.74999E-03,+2.50001E-03
-115.60000E-03,+3.74999E-03,+8.75001E-03
-115.58000E-03,+3.74999E-03,+2.50001E-03
-115.56000E-03,-2.50001E-03,+2.50001E-03
-115.54000E-03,-2.50001E-03,-3.74999E-03
-115.52000E-03,-2.50001E-03,+2.50001E-03
-115.50000E-03,-2.50001E-03,-9.99999E-03
-115.48000E-03,-2.50001E-03,+2.50001E-03
-115.46000E-03,-2.50001E-03,+2.50001E-03
-115.44000E-03,+3.74999E-03,+2.50001E-03
-115.42000E-03,+3.74999E-03,+8.75001E-03
-115.40000E-03,+3.74999E-03,+8.75001E-03
-115.38000E-03,+9.99999E-03,+2.50001E-03
-115.36000E-03,+3.74999E-03,+2.50001E-03
-115.34000E-03,-2.50001E-03,+8.75001E-03
-115.32000E-03,+3.74999E-03,+8.75001E-03
-115.30000E-03,+3.74999E-03,-3.74999E-03
-115.28000E-03,-8.75001E-03,-3.74999E-03
-115.26000E-03,-2.50001E-03,+2.50001E-03
-115.24000E-03,-2.50001E-03,-3.74999E-03
-115.22000E-03,-2.50001E-03,+8.75001E-03
-115.20000E-03,-2.50001E-03,-3.74999E-03
-115.18000E-03,-2.50001E-03,+8.75001E-03
-115.16000E-03,+3.74999E-03,+2.50001E-03
-115.14000E-03,+3.74999E-03,-3.74999E-03
-115.12000E-03,+3.74999E-03,+8.75001E-03
-115.10000E-03,+3.74999E-03,+8.75001E-03
-115.08000E-03,-8.75001E-03,+2.50001E-03
-115.06000E-03,-2.50001E-03,+2.50001E-03
-115.04000E-03,-8.75001E-03,-9.99999E-03
-115.02000E-03,-2.50001E-03,-3.74999E-03
-115.00000E-03,+3.74999E-03,-3.74999E-03
-114.98000E-03,-2.50001E-03,+8.75001E-03
-114.96000E-03,+3.74999E-03,+8.75001E-03
-114.94000E-03,-2.50001E-03,+8.75001E-03
-114.92000E-03,-2.50001E-03,+8.75001E-03
-114.90000E-03,+9.99999E-03,+8.75001E-03
-114.88000E-03,+3.74999E-03,+8.75001E-03
-114.86000E-03,+9.99999E-03,-3.74999E-03
-114.84000E-03,-2.50001E-03,+2.50001E-03
