x-axis,1,2
second,Volt,Volt
-2.7120000E+00,+0.0E+00,-6.2500E-03
-2.7118000E+00,-6.2500E-03,+6.2500E-03
-2.7116000E+00,+6.2500E-03,-6.2500E-03
-2.7114000E+00,+6.2500E-03,-0.0E+00
-2.7112000E+00,+0.0E+00,-6.2500E-03
-2.7110000E+00,-6.2500E-03,-0.0E+00
-2.7108000E+00,-0.0E+00,+0.0E+00
-2.7106000E+00,-6.2500E-03,-18.7500E-03
-2.7104000E+00,-0.0E+00,-6.2500E-03
-2.7102000E+00,+6.2500E-03,+6.2500E-03
-2.7100000E+00,+0.0E+00,+0.0E+00
-2.7098000E+00,+0.0E+00,-6.2500E-03
-2.7096000E+00,+6.2500E-03,-6.2500E-03
-2.7094000E+00,+0.0E+00,-6.2500E-03
-2.7092000E+00,-6.2500E-03,-12.5000E-03
-2.7090000E+00,-6.2500E-03,-12.5000E-03
-2.7088000E+00,-0.0E+00,-12.5000E-03
-2.7086000E+00,+0.0E+00,-12.5000E-03
-2.7084000E+00,-6.2500E-03,-0.0E+00
-2.7082000E+00,-6.2500E-03,-12.5000E-03
-2.7080000E+00,-0.0E+00,-12.5000E-03
-2.7078000E+00,-6.2500E-03,-6.2500E-03
-2.7076000E+00,-6.2500E-03,-0.0E+00
-2.7074000E+00,-0.0E+00,-6.2500E-03
-2.7072000E+00,+0.0E+00,-0.0E+00
-2.7070000E+00,+0.0E+00,+0.0E+00
-2.7068000E+00,+0.0E+00,-6.2500E-03
-2.7066000E+00,+6.2500E-03,+6.2500E-03
-2.7064000E+00,+6.2500E-03,+0.0E+00
-2.7062000E+00,-6.2500E-03,-6.2500E-03
-2.7060000E+00,-0.0E+00,-6.2500E-03
-2.7058000E+00,+0.0E+00,+6.2500E-03
-2.7056000E+00,-6.2500E-03,-12.5000E-03
-2.7054000E+00,-0.0E+00,-18.7500E-03
-2.7052000E+00,-6.2500E-03,-0.0E+00
-2.7050000E+00,+6.2500E-03,+0.0E+00
-2.7048000E+00,+0.0E+00,+6.2500E-03
-2.7046000E+00,+0.0E+00,+0.0E+00
-2.7044000E+00,-6.2500E-03,-6.2500E-03
-2.7042000E+00,-0.0E+00,-6.2500E-03
-2.7040000E+00,+0.0E+00,-0.0E+00
-2.7038000E+00,-6.2500E-03,+0.0E+00
-2.7036000E+00,-0.0E+00,-6.2500E-03
-2.7034000E+00,+12.5000E-03,-6.2500E-03
-2.7032000E+00,+12.5000E-03,-6.2500E-03
-2.7030000E+00,+0.0E+00,-0.0E+00
