x-axis,1,2
second,Volt,Volt
-1.08790000E+00,+9.99999E-03,+8.75001E-03
-1.08788000E+00,+3.74999E-03,+8.75001E-03
-1.08786000E+00,-2.50001E-03,+2.50001E-03
-1.08784000E+00,-2.50001E-03,+8.75001E-03
-1.08782000E+00,+3.74999E-03,-3.74999E-03
-1.08780000E+00,-8.75001E-03,-3.74999E-03
-1.08778000E+00,-8.75001E-03,+2.50001E-03
-1.08776000E+00,-8.75001E-03,+8.75001E-03
-1.08774000E+00,-2.50001E-03,+8.75001E-03
-1.08772000E+00,-2.50001E-03,+8.75001E-03
-1.08770000E+00,+3.74999E-03,+8.75001E-03
-1.08768000E+00,+3.74999E-03,+2.50001E-03
-1.08766000E+00,+3.74999E-03,+8.75001E-03
-1.08764000E+00,+3.74999E-03,-3.74999E-03
-1.08762000E+00,+9.99999E-03,+2.50001E-03
-1.08760000E+00,-2.50001E-03,+15.00001E-03
-1.08758000E+00,-2.50001E-03,+15.00001E-03
-1.08756000E+00,-2.50001E-03,+8.75001E-03
-1.08754000E+00,-8.75001E-03,+8.75001E-03
-1.08752000E+00,-15.00001E-03,+15.00001E-03
-1.08750000E+00,-8.75001E-03,+8.75001E-03
-1.08748000E+00,-2.50001E-03,+8.75001E-03
-1.08746000E+00,-2.50001E-03,+8.75001E-03
-1.08744000E+00,+3.74999E-03,+8.75001E-03
-1.08742000E+00,+9.99999E-03,+2.50001E-03
-1.08740000E+00,+3.74999E-03,+2.50001E-03
-1.08738000E+00,+9.99999E-03,+2.50001E-03
-1.08736000E+00,-2.50001E-03,+8.75001E-03
-1.08734000E+00,-2.50001E-03,+2.50001E-03
-1.08732000E+00,+3.74999E-03,-3.74999E-03
-1.08730000E+00,-8.75001E-03,+15.00001E-03
-1.08728000E+00,-2.50001E-03,+2.50001E-03
-1.08726000E+00,-8.75001E-03,+2.50001E-03
-1.08724000E+00,-2.50001E-03,-3.74999E-03
-1.08722000E+00,-2.50001E-03,+15.00001E-03
-1.08720000E+00,+3.74999E-03,+15.00001E-03
-1.08718000E+00,+9.99999E-03,+2.50001E-03
-1.08716000E+00,+3.74999E-03,+8.75001E-03
-1.08714000E+00,+3.74999E-03,+8.75001E-03
-1.08712000E+00,+3.74999E-03,+8.75001E-03
-1.08710000E+00,+3.74999E-03,+2.50001E-03
-1.08708000E+00,-2.50001E-03,+2.50001E-03
-1.08706000E+00,-8.75001E-03,+8.75001E-03
-1.08704000E+00,-2.50001E-03,+8.75001E-03
-1.08702000E+00,-8.75001E-03,-3.74999E-03
